"name","description","distinguishedname","managedby","whenCreated"
"WS-1758","Spare - Z400","CN=WS-1758,OU=Computers,OU=Northern California,DC=wma-arch,DC=com",,"9/20/2011 11:36:20 AM"
"WS-1764","EWaste - 8560w","CN=WS-1764,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com",,"10/26/2011 2:29:50 PM"
"WS-1773","Retired - 5/17/2017","CN=WS-1773,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"11/15/2011 9:57:06 AM"
"WS-1777","Retired - 12/29/2015","CN=WS-1777,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/7/2011 2:56:52 PM"
"WS-1720","Emily Mariani - 8560w","CN=WS-1720,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com",,"1/5/2012 2:48:53 PM"
"WS-1784","Retired - 12/29/2015","CN=WS-1784,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/10/2012 10:12:32 AM"
"WS-1786","Retired - 03/25/2016","CN=WS-1786,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/13/2012 2:08:53 PM"
"WS-1794","Retired - 12/29/2015","CN=WS-1794,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/3/2012 1:41:15 PM"
"WS-1703","Retired - 12/29/2015","CN=WS-1703,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/26/2010 12:01:21 PM"
"WS-1789","Slim Samsung Laptop - 90X3A","CN=WS-1789,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/24/2012 2:53:21 PM"
"WS-1796","2560p","CN=WS-1796,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/11/2012 3:57:02 PM"
"WS-1797","8460p","CN=WS-1797,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/12/2012 8:31:10 AM"
"WS-1839","S30","CN=WS-1839,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"11/12/2012 10:24:45 AM"
"WS-1846","S30","CN=WS-1846,OU=Computers,OU=San Francisco,DC=wma-arch,DC=com",,"12/3/2012 10:04:07 AM"
"WS-1849","Zachary Peterson - ThinkStation S30","CN=WS-1849,OU=Computers,OU=Northern California,DC=wma-arch,DC=com",,"12/27/2012 9:29:01 AM"
"WS-1853","Ken Wink - Lenovo Product","CN=WS-1853,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Ken Wink,OU=Users,OU=Irvine,DC=wma-arch,DC=com","1/10/2013 3:53:03 PM"
"WS-1763","8760w","CN=WS-1763,OU=Spares,OU=Denver-JS,DC=wma-arch,DC=com",,"2/19/2013 7:21:24 AM"
"WS-1727","8540w","CN=WS-1727,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/10/2011 1:32:22 PM"
"WS-1844","W520","CN=WS-1844,OU=Laptops,OU=LA,DC=wma-arch,DC=com",,"10/29/2012 11:57:08 AM"
"WS-1700","Retired - 12/29/2015","CN=WS-1700,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/15/2008 1:05:00 PM"
"WS-1717","EWaste - 8540w","CN=WS-1717,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com",,"8/9/2010 8:24:00 AM"
"WS-1804","Retired - 12/29/2015","CN=WS-1804,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/15/2012 6:42:26 PM"
"WS-1824","NYC Spare - W520 -EWASTE","CN=WS-1824,OU=Laptops,OU=New York,DC=wma-arch,DC=com",,"7/6/2012 4:12:10 PM"
"WS-1829","Job Fair - W520","CN=WS-1829,OU=Laptops,OU=Miami,DC=wma-arch,DC=com",,"8/7/2012 2:15:29 PM"
"WS-1847","Adobe Suite Resource Laptop - W520","CN=WS-1847,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com",,"12/7/2012 2:19:52 PM"
"WS-1869","8570p","CN=WS-1869,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/18/2013 6:51:31 AM"
"WS-1878","W530","CN=WS-1878,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/10/2013 2:21:37 PM"
"WS-1879","Tom Myers - Helix","CN=WS-1879,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/13/2013 12:04:00 PM"
"WS-1728","Andres Galvis HP 8540w","CN=WS-1728,OU=Laptops,OU=Mexico,DC=wma-arch,DC=com",,"2/15/2011 2:19:24 PM"
"WS-1852","Spare - W530","CN=WS-1852,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com",,"1/4/2013 10:01:41 AM"
"WS-1854","Retired - 12/29/2015 (STOLEN)","CN=WS-1854,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/14/2013 3:25:17 PM"
"WS-1870","Lon Stephenson - W530","CN=WS-1870,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Lon Stephenson,OU=Users,OU=Irvine,DC=wma-arch,DC=com","3/19/2013 1:04:13 PM"
"WS-1871","Mexico - AguasCalientes - Unknown","CN=WS-1871,OU=Laptops,OU=Mexico,DC=wma-arch,DC=com",,"3/28/2013 3:29:42 PM"
"WS-1419","Retired - 12/29/2015","CN=WS-1419,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/12/2005 8:59:24 AM"
"WS-1778","Retired - 12/29/2015","CN=WS-1778,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/15/2011 1:15:56 PM"
"WS-1780","Salena Streenz","CN=WS-1780,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/16/2011 11:00:02 AM"
"WS-1810","Tobin Sloane - 2560p","CN=WS-1810,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/20/2012 1:21:51 PM"
"WS-1634","Retired - 12/29/2015","CN=WS-1634,OU=New Computers,OU=ADMIN,DC=wma-arch,DC=com",,"11/8/2007 11:21:31 AM"
"WS-1733","Retired - 12/29/2015","CN=WS-1733,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/9/2011 3:28:57 PM"
"WS-1697","Retired?","CN=WS-1697,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/13/2008 9:47:31 AM"
"WS-1669","Retired - 12/29/2015","CN=WS-1669,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/16/2010 2:29:21 PM"
"WS-1629","Retired - 12/29/2015","CN=WS-1629,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/12/2007 9:09:59 AM"
"WS-1683","Retired - 12/29/2015","CN=WS-1683,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/15/2008 3:45:04 PM"
"WS-1588","Retired - 12/29/2015","CN=WS-1588,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/1/2007 3:31:40 PM"
"WS-1688","Recycled - 10/30/2014","CN=WS-1688,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/3/2008 2:12:51 PM"
"WS-1594","Retired - 12/29/2015","CN=WS-1594,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/12/2007 2:45:37 PM"
"WS-1590","IN STORE - Irvine - 	HP xw4400","CN=WS-1590,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/7/2007 9:39:33 AM"
"WS-1708","Retired - 6930p","CN=WS-1708,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/5/2010 7:58:48 AM"
"WS-1668","Retired - 12/29/2015","CN=WS-1668,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/14/2010 1:57:13 PM"
"WS-1719","TOR SPARE - E20","CN=WS-1719,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/16/2011 11:28:52 AM"
"WS-1704","Retired - 12/29/2015","CN=WS-1704,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/1/2010 3:53:21 PM"
"WS-1614","Carlos Franco - OCB","CN=WS-1614,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"5/16/2007 3:22:49 PM"
"WS-1403","Retired - 12/29/2015","CN=WS-1403,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/22/2007 10:33:15 AM"
"WS-1458","Retired - 12/29/2015","CN=WS-1458,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/8/2007 1:37:06 PM"
"WS-1616","Retired - 12/29/2015","CN=WS-1616,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/29/2007 2:25:12 PM"
"WS-1584","Retired - 12/29/2015","CN=WS-1584,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/15/2007 4:18:26 PM"
"WS-1409","Retired - 12/29/2015","CN=WS-1409,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/30/2007 11:22:55 AM"
"WS-1430","Retired - 12/29/2015","CN=WS-1430,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/21/2005 3:30:20 PM"
"WS-1451","Retired - 12/29/2015","CN=WS-1451,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/22/2005 10:31:20 AM"
"WS-1466","Retired - 12/29/2015","CN=WS-1466,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/15/2008 2:19:17 PM"
"WS-1556","Retired - 12/29/2015","CN=WS-1556,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/15/2007 8:20:03 AM"
"WS-1434","Retired - 12/29/2015","CN=WS-1434,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/30/2008 9:43:04 AM"
"WS-1551","Retired - 12/29/2015","CN=WS-1551,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/12/2006 4:56:13 PM"
"WS-1433","Retired - 12/29/2015","CN=WS-1433,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/6/2005 2:21:48 PM"
"WS-1570","Retired - 12/29/2015","CN=WS-1570,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/13/2006 12:04:07 PM"
"WS-1465","Retired - 12/29/2015","CN=WS-1465,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/18/2005 9:35:18 AM"
"WS-1611","Retired - 12/29/2015","CN=WS-1611,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/14/2007 3:37:13 PM"
"WS-1585","Retired - 12/29/2015","CN=WS-1585,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/20/2007 2:16:45 PM"
"WS-1582","Retired - 12/29/2015","CN=WS-1582,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/9/2007 1:30:54 PM"
"WS-1431","Retired - 12/29/2015","CN=WS-1431,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/18/2007 5:15:29 PM"
"WS-1482","Retired - 12/29/2015","CN=WS-1482,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/27/2007 9:59:47 AM"
"WS-1597","Retired - 12/29/2015","CN=WS-1597,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/13/2007 3:58:55 PM"
"WS-1738","Retired - 12/29/2015","CN=WS-1738,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/11/2011 10:04:44 AM"
"WS-1680","Retired - 12/29/2015","CN=WS-1680,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/14/2007 9:24:49 AM"
"WS-1716","Pleasanton Resource - Z400","CN=WS-1716,OU=BIM9VBW,OU=BIM9,DC=wma-arch,DC=com",,"5/28/2010 8:04:02 AM"
"WS-1574","Retired - 12/29/2015","CN=WS-1574,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/17/2008 2:56:38 PM"
"WS-1567","Retired - 12/29/2015","CN=WS-1567,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/25/2008 3:27:23 PM"
"WS-1478","Retired - 12/29/2015","CN=WS-1478,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/22/2006 1:58:01 PM"
"WS-1701","2TVPC - Z400","CN=WS-1701,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"1/19/2010 9:15:53 AM"
"WS-1909","Retired Spare - HP ProBook 6470b","CN=WS-1909,OU=Laptops,OU=Panama,DC=wma-arch,DC=com",,"8/27/2013 9:20:13 AM"
"WS-1922","Helix","CN=WS-1922,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/18/2013 2:46:55 PM"
"WS-1919","Anita Makwana - Helix","CN=WS-1919,OU=Laptops,OU=LA,DC=wma-arch,DC=com",,"10/10/2013 3:30:54 PM"
"WS-1915","Retired - 12/29/2015","CN=WS-1915,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/23/2013 7:44:12 AM"
"WS-1913","Retired 10/9/17","CN=WS-1913,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/20/2013 2:01:23 PM"
"WS-1888","Mexico Spare - W520","CN=WS-1888,OU=Laptops,OU=Mexico,DC=wma-arch,DC=com",,"6/18/2013 3:47:26 PM"
"WS-1901","Jay Todisco","CN=WS-1901,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"7/19/2013 6:34:18 AM"
"WS-1896","W530","CN=WS-1896,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/28/2013 2:47:09 PM"
"WS-1887","Dennis Phan - E431","CN=WS-1887,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Dennis Phan,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/10/2013 8:59:16 AM"
"WS-1812","Retired - 12/29/2015 (STOLEN)","CN=WS-1812,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/21/2012 3:11:51 PM"
"WS-1924",,"CN=WS-1924,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/29/2013 2:45:43 PM"
"WS-1923","Christopher Jimenez - W530","CN=WS-1923,OU=Laptops,OU=Mexico,DC=wma-arch,DC=com",,"11/6/2013 1:54:27 PM"
"WS-1914","Boris Shevelev - E31","CN=WS-1914,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"9/23/2013 6:52:36 AM"
"WS-1921","Retired - 5/17/2017","CN=WS-1921,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/16/2013 7:02:13 AM"
"WS-1665","Recycled - 10/30/2014","CN=WS-1665,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/11/2010 3:23:46 PM"
"WS-1472","Recycled - 10/30/2014","CN=WS-1472,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/22/2005 3:59:15 PM"
"WS-1571","Recycled - 10/31/2014","CN=WS-1571,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/14/2010 7:53:33 AM"
"WS-1952","Win7 Traveler Laptop - M4800","CN=WS-1952,OU=Laptops,OU=Panama,DC=wma-arch,DC=com",,"4/17/2014 8:30:20 AM"
"WS-1940","- X1 Carbon","CN=WS-1940,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/7/2014 1:16:32 PM"
"WS-1931","Christy Fahilga - ThinkPad Edge E531","CN=WS-1931,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Christina Fahilga,OU=Users,OU=Irvine,DC=wma-arch,DC=com","2/20/2014 7:24:23 AM"
"WS-1711","Z400","CN=WS-1711,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/25/2010 9:53:26 AM"
"WS-1995","Mexico PC","CN=WS-1995,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"7/17/2014 6:44:45 AM"
"WS-1640","Recycled - 10/30/2014","CN=WS-1640,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/17/2007 1:23:20 PM"
"WS-1595","Recycled - 10/30/2014","CN=WS-1595,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/15/2007 10:18:40 AM"
"WS-1414","Recycled - 10/30/2014","CN=WS-1414,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/25/2005 9:05:54 AM"
"WS-1413","Recycled - 10/30/2014","CN=WS-1413,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/22/2005 2:20:18 PM"
"WS-1545","Recycled - 03/17/2015","CN=WS-1545,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/23/2006 1:49:38 PM"
"WS-1672","Recycled - 03/17/2015","CN=WS-1672,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/28/2010 11:01:40 AM"
"WS-1692","Recycled - 10/30/2014","CN=WS-1692,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/27/2008 11:42:30 AM"
"WS-1533","Recycled - 12/11/2014","CN=WS-1533,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/5/2006 2:58:48 PM"
"WS-1842","Jim Williams","CN=WS-1842,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/14/2015 8:35:08 AM"
"WS-1912","RENAMED TO WS-2148","CN=WS-1912,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/20/2015 12:19:53 PM"
"WS-1587","Retired - 12/29/2015","CN=WS-1587,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/31/2007 2:16:25 PM"
"WS-1745","Spare - Z400","CN=WS-1745,OU=Computers,OU=Northern California,DC=wma-arch,DC=com",,"8/25/2015 11:06:06 AM"
"WS-1743","8540w","CN=WS-1743,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/9/2011 11:31:00 AM"
"WS-1972","Herminio Hernandez - S30","CN=WS-1972,OU=Computers,OU=Northern California,DC=wma-arch,DC=com",,"6/13/2014 1:41:49 PM"
"WS-1917","Adrian Helton - S30","CN=WS-1917,OU=Computers,OU=LA,DC=wma-arch,DC=com",,"10/8/2013 11:37:28 AM"
"WS-1670","8540w","CN=WS-1670,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/20/2010 2:35:47 PM"
"WS-1706","Retired - 02/24/2016","CN=WS-1706,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/4/2010 11:54:15 AM"
"WS-1712","LA Spare","CN=WS-1712,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/7/2010 2:53:46 PM"
"WS-1667","8540w","CN=WS-1667,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/9/2010 11:45:03 AM"
"WS-2022","Sara Ruiz - Precision T3610","CN=WS-2022,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"11/5/2014 11:42:26 AM"
"WS-2014","Deidre Small - ThinkStation P500","CN=WS-2014,OU=Computers,OU=Toronto,DC=wma-arch,DC=com","CN=Deidre Small,OU=Users,OU=Toronto,DC=wma-arch,DC=com","2/19/2015 1:38:24 PM"
"WS-2006","Matthew Burns - ThinkPad W540","CN=WS-2006,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Matthew Burns,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","4/27/2015 10:51:24 AM"
"WS-1809","Emily Pearson - HP Z420","CN=WS-1809,OU=Computers,OU=LA,DC=wma-arch,DC=com",,"6/19/2012 10:55:39 AM"
"WS-1938","X1 Carbon","CN=WS-1938,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com",,"3/3/2014 7:42:05 AM"
"WS-2023","Ericka Cuellar - Precision T3610","CN=WS-2023,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"11/7/2014 9:29:36 AM"
"WS-1746","Carlos Franco - Z400","CN=WS-1746,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"9/23/2015 6:58:42 PM"
"WS-1856","Joy Perez-Tsai - W530","CN=WS-1856,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com",,"8/11/2015 6:17:08 PM"
"WS-2085","UNASSIGNED - X1 Carbon","CN=WS-2085,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/1/2015 12:02:39 PM"
"WS-1872","W530","CN=WS-1872,OU=Laptops,OU=LA,DC=wma-arch,DC=com",,"9/23/2015 8:19:19 PM"
"WS-2011","E WASTE - ThinkPad W530","CN=WS-2011,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com",,"8/13/2015 8:00:00 AM"
"WS-2107","Delia Farrell - Lenovo Y50-70","CN=WS-2107,OU=Laptops,OU=Panama,DC=wma-arch,DC=com","CN=Delia Farrell,OU=Users,OU=Panama,DC=wma-arch,DC=com","6/4/2015 4:17:45 PM"
"WS-2025","Joseph Campi - W540","CN=WS-2025,OU=Laptops,OU=LA,DC=wma-arch,DC=com",,"11/13/2014 6:45:42 AM"
"WS-1867","S30","CN=WS-1867,OU=Spares,OU=Northern California,DC=wma-arch,DC=com",,"3/12/2013 3:27:12 PM"
"WS-2125","Helen Geller - X1 Carbon","CN=WS-2125,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Helen Geller,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","9/2/2015 7:12:34 AM"
"WS-2012","Maria Fernandez - S30","CN=WS-2012,OU=Computers,OU=Toronto,DC=wma-arch,DC=com",,"9/17/2014 2:44:15 PM"
"WS-2147","Alfredo Rugerio - ThinkPad W541","CN=WS-2147,OU=Laptops,OU=Panama,DC=wma-arch,DC=com",,"8/14/2015 9:17:31 AM"
"WS-2096","UNASSIGNED - ThinkPad W541","CN=WS-2096,OU=Laptops,OU=New York,DC=wma-arch,DC=com",,"9/14/2015 12:43:29 PM"
"WS-2067","RETIRED JAN 30 2019","CN=WS-2067,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/24/2015 10:12:34 AM"
"WS-2029","You Liu - S30","CN=WS-2029,OU=Computers,OU=Miami,DC=wma-arch,DC=com",,"10/27/2014 2:07:56 PM"
"WS-2111","TV PC - Pleasanton - Lobby","CN=WS-2111,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/2/2014 12:02:39 PM"
"WS-1949","Madeline Beck - ThinkPad W540","CN=WS-1949,OU=Laptops,OU=Seattle,DC=wma-arch,DC=com","CN=Madeline Beck,OU=Users,OU=Seattle,DC=wma-arch,DC=com","4/14/2014 9:41:01 AM"
"WS-1904","Spare - S30","CN=WS-1904,OU=Computers,OU=Miami,DC=wma-arch,DC=com",,"8/5/2013 7:25:44 AM"
"WS-2026","Henry Chan - X1 Carbon","CN=WS-2026,OU=Laptops,OU=Phoenix,DC=wma-arch,DC=com","CN=Henry Chan,OU=Users,OU=Phoenix,DC=wma-arch,DC=com","9/8/2015 6:44:59 PM"
"WS-1877","Alfredo Vite - ThinkPad W530","CN=WS-1877,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Alfredo Vite,OU=Users,OU=Irvine,DC=wma-arch,DC=com","8/19/2015 9:36:52 AM"
"WS-1813","Retired - 5/17/2017","CN=WS-1813,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/22/2012 10:36:54 AM"
"WS-1793","Christina J. Chambers - ThinkPad W520","CN=WS-1793,OU=Laptops,OU=Miami,DC=wma-arch,DC=com","CN=Christina J. Chambers,OU=Users,OU=Miami,DC=wma-arch,DC=com","3/22/2012 3:54:10 PM"
"WS-2015","Niral Modi - P500 (Alex Chan)","CN=WS-2015,OU=Computers,OU=Toronto,DC=wma-arch,DC=com",,"8/11/2015 8:08:42 AM"
"WS-2141","NJY Resource Computer - P500","CN=WS-2141,OU=Computers,OU=New Jersey,DC=wma-arch,DC=com",,"8/21/2015 7:35:27 PM"
"WS-2010","Dianne Carrasco - Precision T3610","CN=WS-2010,OU=Computers,OU=Panama,DC=wma-arch,DC=com",,"9/26/2014 6:29:20 AM"
"WS-1969","Daniel Schnizler - ThinkStation S30","CN=WS-1969,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Daniel Schnizler,OU=Users,OU=San Diego,DC=wma-arch,DC=com","6/11/2014 5:16:54 PM"
"WS-1702","Ola Almeski - HP Z400 Workstation","CN=WS-1702,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"4/30/2015 6:19:16 AM"
"WS-1945","Wendys Guardia - ThinkPad W540","CN=WS-1945,OU=Laptops,OU=Panama,DC=wma-arch,DC=com",,"10/30/2014 2:13:15 PM"
"WS-1817","INTERN - Z420 - EWaste","CN=WS-1817,OU=Computers,OU=Toronto,DC=wma-arch,DC=com",,"7/13/2012 7:22:48 AM"
"WS-1876","Joy Perez-Tsai - ThinkPad W530","CN=WS-1876,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com","CN=Joy Perez,OU=Users,OU=Irvine,DC=wma-arch,DC=com","8/13/2015 12:43:23 PM"
"WS-1676","IRV Spare - 8540p","CN=WS-1676,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/29/2010 10:25:16 AM"
"WS-1814","- Z420","CN=WS-1814,OU=Computers,OU=Toronto,DC=wma-arch,DC=com",,"6/26/2012 1:40:32 PM"
"WS-1967","Efren Murillo - ThinkStation S30","CN=WS-1967,OU=Computers,OU=San Diego,DC=wma-arch,DC=com",,"6/6/2014 12:53:25 PM"
"WS-2145","Cate Waligora - ThinkPad W541","CN=WS-2145,OU=Laptops,OU=Atlanta,DC=wma-arch,DC=com",,"9/5/2015 5:10:10 PM"
"WS-2120","Sarah Walker - W541","CN=WS-2120,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/10/2015 12:21:32 PM"
"WS-1971","Zach Motsinger - ThinkPad W540","CN=WS-1971,OU=Laptops,OU=Houston,DC=wma-arch,DC=com","CN=Zach Motsinger,OU=Users,OU=Houston,DC=wma-arch,DC=com","6/12/2014 2:10:18 PM"
"WS-1959","Hanna Abdolahpour - ThinkStation S30","CN=WS-1959,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Hanna Abdolahpour,OU=Users,OU=Irvine,DC=wma-arch,DC=com","5/8/2014 11:40:03 AM"
"WS-1752","Rubi Cardoso - HP Z400","CN=WS-1752,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Paige Parrish,OU=Users,OU=Irvine,DC=wma-arch,DC=com","9/17/2015 6:53:20 PM"
"WS-2057","Braden Blake - ThinkPad W541","CN=WS-2057,OU=Laptops,OU=Phoenix,DC=wma-arch,DC=com","CN=Braden Blake,OU=Users,OU=Phoenix,DC=wma-arch,DC=com","9/23/2015 3:27:04 PM"
"WS-1991","Tatsiana Niaronava - X1 Carbon","CN=WS-1991,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Tatsiana Niaronava,OU=Users,OU=Irvine,DC=wma-arch,DC=com","7/11/2014 7:31:35 AM"
"WS-1943","Retired - 10/9/17","CN=WS-1943,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/20/2014 11:38:24 AM"
"WS-1885","Brad Mathias - E431","CN=WS-1885,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com",,"9/18/2015 8:57:40 AM"
"WS-1905","Micah Deitz - ThinkPad W530","CN=WS-1905,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com",,"9/15/2015 8:21:46 PM"
