"name","description","distinguishedname","managedby","whenCreated"
"WS-2222","Nelson Tello - X1 Carbon","CN=WS-2222,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Nelson Tello,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/17/2016 5:26:08 PM"
"WS-1865","Timmie Furay-Aragon - ThinkPad W530","CN=WS-1865,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Timmie Furay-Aragon,OU=Users,OU=Denver,DC=wma-arch,DC=com","3/8/2013 11:07:17 AM"
"WS-2173","Mohammad Hatahet - ThinkStation P500","CN=WS-2173,OU=Computers,OU=Chicago-DT,DC=wma-arch,DC=com",,"3/11/2016 12:44:51 PM"
"WS-2001","Reinaldo Gomez - W540","CN=WS-2001,OU=Laptops,OU=Miami,DC=wma-arch,DC=com","CN=Reinaldo Gomez,OU=Users,OU=Miami,DC=wma-arch,DC=com","9/18/2014 2:54:59 PM"
"WS-2200","Kevin Evernham - Surface Book","CN=WS-2200,OU=Laptops,OU=Phoenix,DC=wma-arch,DC=com","CN=Kevin Evernham,OU=Users,OU=Phoenix,DC=wma-arch,DC=com","2/26/2016 9:09:54 AM"
"WS-2091","Vincent Massaro - ThinkPad W541","CN=WS-2091,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Vincent Massaro Jr.,OU=Users,OU=Irvine,DC=wma-arch,DC=com","4/17/2015 2:35:29 PM"
"WS-2241","Kristin Haase - ThinkPad P50","CN=WS-2241,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Kristin Haase,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","4/21/2016 8:24:36 AM"
"WS-1874","Yamel Grijalva - ThinkPad W530","CN=WS-1874,OU=Laptops,OU=San Diego-Downtown,DC=wma-arch,DC=com","CN=Yamel Grijalva,OU=Users,OU=San Diego-Downtown,DC=wma-arch,DC=com","10/6/2015 7:01:39 PM"
"WS-1759","NJ CAD Testing Station - Z400","CN=WS-1759,OU=Computers,OU=New Jersey,DC=wma-arch,DC=com",,"9/21/2011 9:51:39 AM"
"WS-2187","Brian Izzo - ThinkPad W541","CN=WS-2187,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Brian Izzo,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","12/22/2015 5:57:31 PM"
"ws-2110","Reghan Elliott - P500","CN=ws-2110,OU=Computers,OU=LA,DC=wma-arch,DC=com",,"6/12/2015 1:42:16 PM"
"WS-2221","Martin Garcia - ThinkStation P500","CN=WS-2221,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Martin Garcia,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/9/2016 10:05:03 AM"
"WS-1834","- W520","CN=WS-1834,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com",,"8/30/2012 11:28:07 AM"
"WS-1757","Boris Shevelev - 8760w","CN=WS-1757,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com",,"10/15/2015 2:14:44 PM"
"WS-2245","Erik Randa - ThinkPad P50","CN=WS-2245,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Erik Randa,OU=Users,OU=Denver,DC=wma-arch,DC=com","7/13/2016 9:13:05 AM"
"WS-2198","Brittany Mariana - ThinkPad P50","CN=WS-2198,OU=Laptops,OU=Princeton,DC=wma-arch,DC=com","CN=Brittany Mariana,OU=Users,OU=Princeton,DC=wma-arch,DC=com","2/12/2016 8:10:43 AM"
"WS-2088","Kirsten Lien - W541","CN=WS-2088,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Kirsten Lien,OU=Users,OU=Northern California,DC=wma-arch,DC=com","5/7/2015 7:50:43 AM"
"WS-2163","Jim Terry - ThinkPad X1 Carbon 3rd","CN=WS-2163,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Jim Terry,OU=Users,OU=Northern California,DC=wma-arch,DC=com","10/28/2015 2:11:06 PM"
"WS-1898","Hector Bello - ThinkStation S30","CN=WS-1898,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Hector Bello,OU=Users,OU=Irvine,DC=wma-arch,DC=com","7/8/2013 7:27:35 AM"
"WS-1857","Robert A. van het Hof - ThinkPad W530","CN=WS-1857,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"11/20/2015 7:49:51 AM"
"WS-1868","T430","CN=WS-1868,OU=Spares,OU=Northern California,DC=wma-arch,DC=com",,"3/26/2013 7:17:08 AM"
"WS-2144","Michelle Morgan - ThinkPad W541","CN=WS-2144,OU=Laptops,OU=San Diego-Downtown,DC=wma-arch,DC=com","CN=Michelle Morgan,OU=Users,OU=San Diego-Downtown,DC=wma-arch,DC=com","8/13/2015 5:47:30 PM"
"WS-2169","Kara Matthies - ThinkPad P50","CN=WS-2169,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Kara Matthies,OU=Users,OU=San Diego,DC=wma-arch,DC=com","3/8/2016 9:31:06 AM"
"WS-1766","Britney Maddox - HP Z400 Workstation","CN=WS-1766,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Britney Maddox,OU=Users,OU=San Diego,DC=wma-arch,DC=com","11/1/2011 9:39:39 AM"
"WS-2049","Ryan Bullock - ThinkPad W540","CN=WS-2049,OU=Laptops,OU=Denver,DC=wma-arch,DC=com",,"2/12/2015 11:55:48 AM"
"WS-1736","Civil Cloud - Z400","CN=WS-1736,OU=New Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/3/2011 5:03:46 PM"
"WS-2041","Zeshan Malik - W540","CN=WS-2041,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Zeshan Malik,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","11/14/2014 5:13:25 AM"
"WS-2218","Bryan Shimoda - ThinkStation P500","CN=WS-2218,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Bryan Shimoda,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/7/2016 8:33:43 AM"
"WS-1927","RETIRED JAN 30 2019","CN=WS-1927,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/10/2014 11:18:31 AM"
"WS-1873","W530","CN=WS-1873,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/15/2013 11:20:02 AM"
"WS-2181","Tina Du Mond  - W541","CN=WS-2181,OU=Laptops,OU=Denver,DC=wma-arch,DC=com",,"10/16/2015 9:53:32 PM"
"WS-2231","Ehsan Tahghighi - ThinkStation P500","CN=WS-2231,OU=Computers,OU=Toronto,DC=wma-arch,DC=com","CN=Ehsan Tahghighi,OU=Users,OU=Toronto,DC=wma-arch,DC=com","4/12/2016 2:53:30 PM"
"WS-2068","Micah Deitz - ThinkStation P500","CN=WS-2068,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Micah Deitz,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/8/2015 3:41:01 PM"
"WS-1790","Enrique Gonzales - ThinkPad W520","CN=WS-1790,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Enrique Gonzales,OU=Users,OU=Irvine,DC=wma-arch,DC=com","3/5/2012 11:29:22 AM"
"WS-1884","Helix","CN=WS-1884,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/17/2015 3:44:17 PM"
"WS-1899","Loaner Laptop- W530","CN=WS-1899,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com",,"7/12/2013 10:46:56 AM"
"WS-1994","Jonathan Thomas - W540","CN=WS-1994,OU=Laptops,OU=Seattle,DC=wma-arch,DC=com",,"7/16/2014 3:18:43 PM"
"WS-2126","Peter Agnello - ThinkPad W541","CN=WS-2126,OU=Laptops,OU=New York,DC=wma-arch,DC=com","CN=Pietro Agnello,OU=Users,OU=New York,DC=wma-arch,DC=com","10/7/2015 7:12:09 PM"
"WS-2214","Blair Gillespie - ThinkPad P50","CN=WS-2214,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Blair Gillespie,OU=Users,OU=Irvine,DC=wma-arch,DC=com","4/15/2016 11:24:40 AM"
"WS-2176","Retired 10/9/17","CN=WS-2176,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/12/2016 9:37:42 AM"
"WS-1987","Haleigh Pritchett - ThinkStation S30","CN=WS-1987,OU=Computers,OU=San Francisco,DC=wma-arch,DC=com","CN=Haleigh Pritchett,OU=Users,OU=San Francisco,DC=wma-arch,DC=com","6/23/2014 8:36:04 AM"
"WS-2115","Alan Herrera Vega - Precision T1700","CN=WS-2115,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Alan Herrera Vega,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/1/2015 12:33:21 PM"
"WS-1963","Ilyes Nouizi - S30","CN=WS-1963,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"5/8/2014 5:53:09 PM"
"WS-1983","X1 Carbon","CN=WS-1983,OU=Spares,OU=Denver-JS,DC=wma-arch,DC=com",,"9/9/2014 9:28:22 AM"
"WS-1768","Freddy Ramirez - Z400","CN=WS-1768,OU=Computers,OU=LA,DC=wma-arch,DC=com",,"3/13/2012 9:52:55 AM"
"WS-1920","Spare - (ekauffman old)","CN=WS-1920,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com",,"11/19/2015 5:24:38 PM"
"WS-2242","John Mitros - ThinkPad P50","CN=WS-2242,OU=Laptops,OU=Atlanta,DC=wma-arch,DC=com","CN=John Mitros,OU=Users,OU=Atlanta,DC=wma-arch,DC=com","4/21/2016 1:51:22 PM"
"WS-1890","Ana Delgado - W530 - Broken","CN=WS-1890,OU=Laptops,OU=Mexico,DC=wma-arch,DC=com",,"6/21/2013 7:10:27 AM"
"WS-2188","Mimi Taylor - W541 - Spare?","CN=WS-2188,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com",,"12/28/2015 11:40:29 AM"
"WS-2195","TV PC - Seattle - ? Conference Room","CN=WS-2195,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/1/2016 10:42:41 AM"
"WS-2192","TV PC - Los Angeles - Huddle Room","CN=WS-2192,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/22/2016 6:39:30 PM"
"WS-2191","TV PC - Los Angeles - Conference Room","CN=WS-2191,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/15/2016 7:23:58 AM"
"ws-2113","TV PC - Seattle -  Lobby","CN=ws-2113,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/26/2015 2:02:05 PM"
"WS-2199","Angie Cervantez - ThinkPad E560","CN=WS-2199,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Angie Cervantez,OU=Users,OU=Irvine,DC=wma-arch,DC=com","2/11/2016 8:05:10 PM"
"WS-2076","Catharine Hughes - X1 Carbon","CN=WS-2076,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Catharine Hughes,OU=Users,OU=San Diego-Downtown,DC=wma-arch,DC=com","11/19/2015 6:13:47 PM"
"WS-2207","IN STORE - Irvine - PlsTV - M700","CN=WS-2207,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/24/2016 2:53:42 PM"
"WS-1970","Christina Valdivia - W540","CN=WS-1970,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/10/2015 5:27:30 PM"
"WS-1776","Marsa Moghaddam - Z400","CN=WS-1776,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Marsa Moghaddam,OU=Users,OU=Irvine,DC=wma-arch,DC=com","11/30/2011 9:50:25 AM"
"WS-2190","TV PC - Irvine - Voit Conference Room - Optiplex 7040","CN=WS-2190,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/9/2016 8:06:41 AM"
"WS-2184","TV PC - Seattle - M73","CN=WS-2184,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/20/2016 8:02:52 AM"
"WS-1908","Helix","CN=WS-1908,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/15/2015 8:11:13 PM"
"ws-2062","Catherine Aguilar - M83","CN=ws-2062,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"1/22/2015 6:48:18 AM"
"WS-1756","Debbie Easley - Z400","CN=WS-1756,OU=Computers,OU=San Diego,DC=wma-arch,DC=com",,"10/27/2015 4:33:59 PM"
"WS-2194","Thin Client","CN=WS-2194,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/24/2016 1:01:29 PM"
"WS-2193","Bill Sotomayor - ThinkPad X1 Carbon 3rd","CN=WS-2193,OU=Laptops,OU=New York,DC=wma-arch,DC=com","CN=Bill Sotomayor,OU=Users,OU=New York,DC=wma-arch,DC=com","1/14/2016 2:25:17 PM"
"ws-2069","RETIRED - X1 Carbon (Display Damaged)","CN=ws-2069,OU=Laptops,OU=New York,DC=wma-arch,DC=com",,"5/7/2015 8:36:18 AM"
"WS-2204","Jennifer Liotta - M700","CN=WS-2204,OU=Computers,OU=Northern California,DC=wma-arch,DC=com","CN=Jennifer Liotta,OU=Users,OU=Northern California,DC=wma-arch,DC=com","3/10/2016 3:16:01 PM"
"WS-2206","IN STORE - Irvine - PlsTV - M700","CN=WS-2206,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/25/2016 11:54:45 AM"
"WS-2035","TV PC - Irvine - Upstairs Kitchen","CN=WS-2035,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/30/2015 11:08:35 AM"
"WS-2186","Eric Kania - W541","CN=WS-2186,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Eric Kania,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","12/21/2015 5:57:30 PM"
"WS-2073","James Armstrong - ThinkStation S30","CN=WS-2073,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=James Armstrong,OU=Users,OU=Irvine,DC=wma-arch,DC=com","4/6/2015 6:45:03 AM"
"WS-2211","TV PC - New York - M700- Large Conference Room","CN=WS-2211,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/14/2016 10:18:33 AM"
"ws-2039","Tiffany Ramli - E550","CN=ws-2039,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Tiffany Ramli,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/3/2015 11:39:09 AM"
"WS-2202","TV PC - San Diego - Lobby - Ideacentre Stick 300","CN=WS-2202,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/8/2016 12:16:09 PM"
"WS-2213","Jung Kim - ThinkStation P500","CN=WS-2213,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Jung Kim,OU=Users,OU=Irvine,DC=wma-arch,DC=com","4/14/2016 12:46:04 PM"
"WS-2209","TV PC - New York - M700 - Small Conference Room","CN=WS-2209,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/8/2016 3:43:20 PM"
"WS-2112","TV PC - Pleasanton - Enclave","CN=WS-2112,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/26/2015 11:03:50 AM"
"WS-2217","Mexico - BOMGAR Jumpoint","CN=WS-2217,OU=BOMGAR Jumpoints,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/27/2016 2:52:57 PM"
"WS-1751","Nolan Matthias - 8440p","CN=WS-1751,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/23/2011 8:33:20 AM"
"ws-2061","Liz De La Cruz - M83","CN=ws-2061,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Liz De La Cruz,OU=Users,OU=Irvine,DC=wma-arch,DC=com","1/9/2015 8:39:16 AM"
"WS-1954","W540","CN=WS-1954,OU=Laptops,OU=Denver,DC=wma-arch,DC=com",,"4/18/2014 7:37:56 AM"
"WS-1671","Blaire Gillespie - 8440w","CN=WS-1671,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/15/2010 7:53:39 AM"
"WS-1978","Khue Trinh - W540","CN=WS-1978,OU=Laptops,OU=New York,DC=wma-arch,DC=com","CN=Khue Trinh,OU=Users,OU=New York,DC=wma-arch,DC=com","8/27/2014 10:30:12 AM"
"WS-1976","Katie Day - ThinkPad W540","CN=WS-1976,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com","CN=Katie Day,OU=Users,OU=Chicago,DC=wma-arch,DC=com","8/15/2014 8:54:13 AM"
"WS-1960","Zeshan Malik - S30","CN=WS-1960,OU=Computers,OU=New Jersey,DC=wma-arch,DC=com",,"5/8/2014 2:16:29 PM"
"WS-2089","Matt Chaiken - X1 Carbon","CN=WS-2089,OU=Laptops,OU=Denver,DC=wma-arch,DC=com",,"5/8/2015 7:42:55 AM"
"ws-2142","Junior Gonzalez - ThinkStation P500","CN=ws-2142,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"7/6/2015 9:37:29 AM"
"WS-1961","Pri Resource Station - S30","CN=WS-1961,OU=Computers,OU=Princeton,DC=wma-arch,DC=com",,"5/8/2014 3:44:42 PM"
"WS-1863","IRV Spare - Surface Pro","CN=WS-1863,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/1/2013 8:59:46 AM"
"WS-1457",,"CN=WS-1457,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/8/2008 7:13:05 AM"
"WS-1982","Spare - X1 Carbon","CN=WS-1982,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/6/2015 8:12:12 AM"
"WS-2059","Jeff TEMP Spare - W541","CN=WS-2059,OU=Laptops,OU=New York,DC=wma-arch,DC=com",,"4/16/2015 6:29:22 AM"
"WS-1858","Loryelle De La Pena - ThinkStation S30","CN=WS-1858,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/11/2015 2:54:53 PM"
"WS-2050","RETIRED JAN 30 2019","CN=WS-2050,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/16/2015 1:29:47 PM"
"WS-2051","CAD Testing Laptop - W540","CN=WS-2051,OU=Laptops,OU=New York,DC=wma-arch,DC=com",,"2/25/2015 9:10:37 AM"
"WS-1984","Jordan Ligon - ThinkPad W540","CN=WS-1984,OU=Laptops,OU=Atlanta,DC=wma-arch,DC=com","CN=Jordan Ligon,OU=Users,OU=Atlanta,DC=wma-arch,DC=com","6/19/2014 7:29:56 AM"
"ws-2077","Andres Galvis - M83","CN=ws-2077,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"4/16/2015 8:48:19 AM"
"ws-2092","Janice Siu - ThinkPad W541","CN=ws-2092,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Janice Siu,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","5/7/2015 8:44:31 AM"
"WS-1718","Jasmine Dosanjh - ThinkStation E20","CN=WS-1718,OU=Computers,OU=Toronto,DC=wma-arch,DC=com",,"2/16/2011 9:54:33 AM"
"WS-1800","Christopher Hahn - ThinkPad W520","CN=WS-1800,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/16/2012 2:19:16 PM"
"WS-1950","Spare - W540","CN=WS-1950,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/15/2014 8:10:33 AM"
"WS-1957","UNASSIGNED - X1 Carbon","CN=WS-1957,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/4/2015 11:18:08 AM"
"WS-2180","TV PC - Mexico - M700","CN=WS-2180,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/13/2016 5:47:24 PM"
"WS-1709","Spare - Z400","CN=WS-1709,OU=Computers,OU=Northern California,DC=wma-arch,DC=com",,"3/23/2010 3:24:08 PM"
"WS-1827","Stephanie Rivera - Z420","CN=WS-1827,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Stephanie Rivera,OU=Users,OU=Irvine,DC=wma-arch,DC=com","7/31/2012 10:51:22 AM"
"WS-2208","Bryan Maeda - ThinkPad P50","CN=WS-2208,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Bryan Maeda,OU=Users,OU=Irvine,DC=wma-arch,DC=com","3/15/2016 5:31:03 PM"
"WS-2175","Rebecca LeTiecq -  X1 Carbon","CN=WS-2175,OU=Laptops,OU=Miami,DC=wma-arch,DC=com","CN=Rebecca LeTiecq,OU=Users,OU=Miami,DC=wma-arch,DC=com","4/6/2016 9:02:59 AM"
"WS-2150","Holli Wagenaar - ThinkPad X1 Carbon 3rd","CN=WS-2150,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com","CN=Holli Wagenaar,OU=Users,OU=Chicago,DC=wma-arch,DC=com","9/5/2015 6:02:09 PM"
"WS-1985","W540","CN=WS-1985,OU=Spares,OU=Northern California,DC=wma-arch,DC=com",,"6/20/2014 12:18:02 PM"
"WS-1941","Abigail Sanchez - ThinkStation E31","CN=WS-1941,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Abigail Sanchez,OU=Users,OU=San Diego,DC=wma-arch,DC=com","3/7/2014 1:15:34 PM"
"WS-2084","Leslie Espiritu - X1 Carbon","CN=WS-2084,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Leslie Espiritu,OU=Users,OU=Irvine,DC=wma-arch,DC=com","4/29/2015 1:52:54 PM"
"WS-1791","AmyJo Aikele - W520","CN=WS-1791,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/12/2015 6:56:35 AM"
"WS-2250","Neal Dawes - ThinkPad P50","CN=WS-2250,OU=Laptops,OU=Denver-JS,DC=wma-arch,DC=com","CN=Neal Dawes,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","9/28/2016 12:11:14 PM"
"WS-2307",,"CN=WS-2307,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/12/2016 9:54:27 AM"
"WS-1892","Arian Aar - MISSING","CN=WS-1892,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/24/2013 10:54:46 AM"
"WS-2380","Justin Ehart - P70","CN=WS-2380,OU=Laptops,OU=Denver-JS,DC=wma-arch,DC=com",,"12/13/2016 8:34:34 AM"
"WS-2420","Kelly Teenor - ThinkPad X1 Carbon 4th","CN=WS-2420,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Kelly Teenor,OU=Users,OU=Irvine,DC=wma-arch,DC=com","1/23/2017 11:49:01 AM"
"WS-2422","Amanda Vasquez - X1 Carbon 4th Gen","CN=WS-2422,OU=Laptops,OU=New York,DC=wma-arch,DC=com",,"1/25/2017 11:25:23 AM"
"WS-2365","Peach Magsombol - ThinkPad P50","CN=WS-2365,OU=Laptops,OU=LA,DC=wma-arch,DC=com","CN=Peachy Magsombol,OU=Users,OU=LA,DC=wma-arch,DC=com","12/7/2016 1:41:05 PM"
"WS-2412","Johnny Coelho - P510","CN=WS-2412,OU=Computers,OU=Northern California,DC=wma-arch,DC=com","CN=Johnny Coelho,OU=Users,OU=Northern California,DC=wma-arch,DC=com","12/30/2016 10:48:38 AM"
"WS-2474","Cindy Kang - P50","CN=WS-2474,OU=Laptops,OU=Seattle,DC=wma-arch,DC=com","CN=Cindy Kang,OU=Users,OU=Seattle,DC=wma-arch,DC=com","11/17/2016 10:05:02 AM"
"WS-2287","Alicia Zaro - ThinkPad X1 Carbon 4th","CN=WS-2287,OU=Laptops,OU=LA,DC=wma-arch,DC=com","CN=Alicia Zaro,OU=Users,OU=LA,DC=wma-arch,DC=com","8/2/2016 3:01:09 PM"
"WS-2416","Henry Hong - ThinkStation P510","CN=WS-2416,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Henry Hong,OU=Users,OU=Irvine,DC=wma-arch,DC=com","1/20/2017 12:56:42 PM"
"WS-2411","Ramon Salcido - ThinkStation P510","CN=WS-2411,OU=Computers,OU=Northern California,DC=wma-arch,DC=com","CN=Ramon Salcido,OU=Users,OU=Northern California,DC=wma-arch,DC=com","12/29/2016 4:11:48 PM"
"WS-2406","Savana Batt - P50","CN=WS-2406,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com",,"12/2/2016 5:22:24 PM"
"WS-2427","Sarah Walker - ThinkPad P50","CN=WS-2427,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Sarah Walker,OU=Users,OU=Irvine,DC=wma-arch,DC=com","2/15/2017 8:28:41 AM"
"WS-2364","Ayman Morsy - P50","CN=WS-2364,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com","CN=Ayman Morsy,OU=Users,OU=Toronto,DC=wma-arch,DC=com","12/2/2016 1:58:56 PM"
"WS-1811","Stephen Nguyen - Z420","CN=WS-1811,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Stephen Nguyen,OU=Users,OU=Irvine,DC=wma-arch,DC=com","1/11/2017 2:41:52 PM"
"WS-2409","Rhea Butler - X1 Carbon","CN=WS-2409,OU=Laptops,OU=San Francisco,DC=wma-arch,DC=com",,"12/5/2016 1:08:36 PM"
"WS-2401","Catalina Rocha - ThinkPad X1 Carbon 4th","CN=WS-2401,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com","CN=Catalina Rocha,OU=Users,OU=Toronto,DC=wma-arch,DC=com","11/29/2016 1:35:59 PM"
"WS-2355","Salena Streenz - X1 Carbon","CN=WS-2355,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Salena Streenz,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/21/2016 4:33:20 PM"
"WS-2293","Lili Koyama - ThinkCentre M900","CN=WS-2293,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Lili Koyama,OU=Users,OU=Irvine,DC=wma-arch,DC=com","9/28/2016 9:51:38 AM"
"WS-2353","Jesus A. Urena - ThinkStation P410","CN=WS-2353,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Jesus A. Urena,OU=Users,OU=Irvine,DC=wma-arch,DC=com","9/1/2016 3:33:08 PM"
"WS-2360","Diane Guo - ThinkPad P50","CN=WS-2360,OU=Laptops,OU=LA,DC=wma-arch,DC=com","CN=Diane Guo,OU=Users,OU=LA,DC=wma-arch,DC=com","8/26/2016 11:38:58 AM"
"WS-2419","Scott McKee - P510","CN=WS-2419,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Scott McKee,OU=Users,OU=Irvine,DC=wma-arch,DC=com","1/23/2017 10:35:11 AM"
"WS-1956","S30","CN=WS-1956,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"5/7/2014 8:43:04 AM"
"WS-2417","Molly Boyle - ThinkPad X1 Carbon 4th","CN=WS-2417,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Molly Boyle,OU=Users,OU=Irvine,DC=wma-arch,DC=com","1/20/2017 12:50:41 PM"
"WS-2421","Kevin Strohfus - ThinkPad P50","CN=WS-2421,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Kevin Strohfus,OU=Users,OU=Denver,DC=wma-arch,DC=com","1/25/2017 11:35:35 AM"
"WS-2292","Angela Ryan - ThinkPad P50","CN=WS-2292,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Angela Ryan,OU=Users,OU=San Diego,DC=wma-arch,DC=com","8/12/2016 7:14:15 PM"
"WS-1925","Spare - S30","CN=WS-1925,OU=Computers,OU=Northern California,DC=wma-arch,DC=com",,"11/12/2013 8:15:33 AM"
